name,address,phone,website,hours
,"RRC2+89 Jatipulo, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",,,"Kamis,08.00 hingga 21.00; Jumat,08.00 hingga 21.00; Sabtu,08.00 hingga 21.00; Minggu,08.00 hingga 21.00; Senin,08.00 hingga 21.00; Selasa,08.00 hingga 21.00; Rabu (Hari Tahun Baru Masehi),08.00 hingga 21.00,Jam buka dapat berbeda. Sembunyikan jam buka untuk seminggu"
